X,Y,field_1,feature_id,longitude,latitude,year,canton,accidentday,accidenttype,severity,accidenttypecode,roadtype,day,time,month-year,start-time,end-time
7.5568894426875,47.5425672175155,0,5B46D47B91890162E0530A839427D94E,608903.999492697,265766.999247977,2017,BL,Donnerstag / 08h-09h / August 2017,Überqueren der Fahrbahn,Unfall mit Leichtverletzten,5,Nebenstrasse,Donnerstag , 08h-09h , August 2017,800,09h 
7.55940074155375,47.5429693643985,1,465B4F3C16B50162E0530A83942770C7,609092.999638164,265811.999077086,2016,BL,Freitag / 08h-09h / Dezember 2016,Überqueren der Fahrbahn,Unfall mit Leichtverletzten,5,Nebenstrasse,Freitag , 08h-09h , Dezember 2016,800,09h 
7.55551930996326,47.5416332465935,2,220A3AC6359801B6E0530A8394273600,608800.999688078,265662.999434203,2015,BL,Freitag / 07h-08h / September 2015,Einbiegeunfall,Unfall mit Leichtverletzten,4,Nebenstrasse,Freitag , 07h-08h , September 2015,700,08h 
7.55916881534631,47.546153394787,3,54802369F1580176E0530A839427F188,609074.998740606,266165.998751318,2017,BS,Freitag / 15h-16h / Juni 2017,Parkierunfall,Unfall mit Leichtverletzten,7,Nebenstrasse,Freitag , 15h-16h , Juni 2017,1500,16h 
7.55703322941716,47.5475226381098,4,52609CCAE12E00F6E0530A83942700EB,608913.999413032,266317.999438772,2017,BS,Montag / 07h-08h / März 2017,Einbiegeunfall,Unfall mit Leichtverletzten,4,Nebenstrasse,Montag , 07h-08h , März 2017,700,08h 
7.55859751083388,47.5461000200726,5,492D3789A54400BCE0530A83942773D9,609031.998779928,266159.998672177,2017,BS,Sonntag / 13h-14h / Februar 2017,Schleuder- oder Selbstunfall,Unfall mit Leichtverletzten,0,Nebenstrasse,Sonntag , 13h-14h , Februar 2017,1300,14h 
7.55324812881615,47.5478771746508,6,2DB4F39CC3E800FCE0530A8394276236,608628.999500312,266356.999772697,2016,BL,Mittwoch / 15h-16h / Februar 2016,Einbiegeunfall,Unfall mit Leichtverletzten,4,Nebenstrasse,Mittwoch , 15h-16h , Februar 2016,1500,16h 
7.55723174633442,47.5471896654131,7,15CE10D020850174E0530A839427F505,608928.999339913,266280.99920013,2015,BS,Montag / 09h-10h / April 2015,Tierunfall,Unfall mit Schwerverletzten,9,Nebenstrasse,Montag , 09h-10h , April 2015,900,10h 
7.55791980028442,47.5459837946961,8,04FB7C79056701F0E0530A8394277487,608980.998799874,266146.998560445,2014,BS,Sonntag / 09h-10h / September 2014,Schleuder- oder Selbstunfall,Unfall mit Leichtverletzten,0,Nebenstrasse,Sonntag , 09h-10h , September 2014,900,10h 
7.55272841176327,47.5471042158987,9,F73DC84BB8090136E0430A8394271EF1,608589.999430804,266270.999258336,2014,BL,Montag / 16h-17h / März 2014,Einbiegeunfall,Unfall mit Leichtverletzten,4,Nebenstrasse,Montag , 16h-17h , März 2014,1600,17h 
7.55649937885268,47.5524157835127,10,5E7C3CF59E9C012AE0530A839427C070,608872.999794484,266862.000055015,2017,BL,Donnerstag / 09h-10h / Oktober 2017,Überholunfall oder Fahrstreifenwechsel,Unfall mit Leichtverletzten,1,Nebenstrasse,Donnerstag , 09h-10h , Oktober 2017,900,10h 
7.55708552966271,47.553143682263,11,5494D6B8595B01F4E0530A8394277899,608916.999926586,266942.999942158,2017,BL,Donnerstag / 15h-16h / Juni 2017,Überholunfall oder Fahrstreifenwechsel,Unfall mit Leichtverletzten,1,Nebenstrasse,Donnerstag , 15h-16h , Juni 2017,1500,16h 
7.55324757139033,47.553822047599,12,42AB8F7E2B970252E0530A8394274DFA,608627.999281236,267018.000473764,2016,BL,Mittwoch / 18h-19h / November 2016,Schleuder- oder Selbstunfall,Unfall mit Leichtverletzten,0,Hauptstrasse,Mittwoch , 18h-19h , November 2016,1800,19h 
7.55218912181602,47.5558826447291,13,35DCD073365302FEE0530A839427BF9B,608547.999484817,267247.000290913,2016,BL,Montag / 08h-09h / Mai 2016,Parkierunfall,Unfall mit Schwerverletzten,7,Nebenstrasse,Montag , 08h-09h , Mai 2016,800,09h 
7.55435110751641,47.5542166819885,14,FE4CD9CA35D80262E0430A839427E0E6,608710.999508937,267062.000282628,2014,BL,Donnerstag / 13h-14h / Juni 2014,Schleuder- oder Selbstunfall,Unfall mit Schwerverletzten,0,Hauptstrasse,Donnerstag , 13h-14h , Juni 2014,1300,14h 
7.55399228541006,47.5541630750489,15,E3F9C9B49D8C015EE0430A839427D701,608683.999447305,267056.000333984,2013,BL,Dienstag / 11h-12h / August 2013,Überqueren der Fahrbahn,Unfall mit Leichtverletzten,5,Hauptstrasse,Dienstag , 11h-12h , August 2013,1100,12h 
7.55874445786431,47.5523775109979,16,D356F6791F81014AE0430A8394275E11,609042.000454143,266857.999015463,2012,BL,Donnerstag / 09h-10h / Dezember 2012,Überqueren der Fahrbahn,Unfall mit Leichtverletzten,5,Nebenstrasse,Donnerstag , 09h-10h , Dezember 2012,900,10h 
7.5548165457202,47.5544230750658,17,C26C1B37D1ED0158E0430A839427B490,608745.999598764,267085.000207128,2012,BL,Dienstag / 08h-09h / Mai 2012,Auffahrunfall,Unfall mit Leichtverletzten,2,Hauptstrasse,Dienstag , 08h-09h , Mai 2012,800,09h 
7.55901588360223,47.5549224590175,18,C26AE3D97989001CE0430A8394271C90,609062.000499966,267140.998989078,2012,BL,Montag / 18h-19h / Mai 2012,Einbiegeunfall,Unfall mit Leichtverletzten,4,Nebenstrasse,Montag , 18h-19h , Mai 2012,1800,19h 
7.55749427537121,47.563710912591,19,5BF5858E72AB0148E0530A839427642B,608946.000099912,268118.002394939,2017,BS,Mittwoch / 08h-09h / September 2017,Überholunfall oder Fahrstreifenwechsel,Unfall mit Leichtverletzten,1,Nebenstrasse,Mittwoch , 08h-09h , September 2017,800,09h 
7.55992367911397,47.5685739712178,20,09D9660E21F501E2E0530A839427ED0D,609128.000147409,268658.998669208,2014,BS,Donnerstag / 15h-16h / Oktober 2014,Einbiegeunfall,Unfall mit Leichtverletzten,4,Nebenstrasse,Donnerstag , 15h-16h , Oktober 2014,1500,16h 
7.56554695581458,47.5470460164681,23,4A5E3074A3220026E0530A839427C3AD,609554.998681096,266265.999617833,2017,BS,Dienstag / 08h-09h / Januar 2017,Schleuder- oder Selbstunfall,Unfall mit Leichtverletzten,0,Nebenstrasse,Dienstag , 08h-09h , Januar 2017,800,09h 
7.56489533655528,47.5467409344912,24,3FD8F5610E530138E0530A839427C6DE,609505.99850102,266231.999497782,2016,BS,Donnerstag / 07h-08h / Juni 2016,Einbiegeunfall,Unfall mit Leichtverletzten,4,Nebenstrasse,Donnerstag , 07h-08h , Juni 2016,700,08h 
7.5645769584955,47.5469211538236,25,16837345B6B101FEE0530A839427474D,609481.998673982,266251.999500734,2015,BS,Sonntag / 20h-21h / April 2015,Einbiegeunfall,Unfall mit Leichtverletzten,4,Nebenstrasse,Sonntag , 20h-21h , April 2015,2000,21h 
7.56502893985645,47.547064565888,26,0708FFC092640132E0530A8394271582,609515.998743864,266267.99957173,2014,BS,Freitag / 16h-17h / Oktober 2014,Abbiegeunfall,Unfall mit Leichtverletzten,3,Nebenstrasse,Freitag , 16h-17h , Oktober 2014,1600,17h 
7.56230439035889,47.5464559059377,27,0586921E9017000EE0530A83942733D7,609310.998567965,266199.999169641,2014,BS,Freitag / 16h-17h / September 2014,Abbiegeunfall,Unfall mit Leichtverletzten,3,Nebenstrasse,Freitag , 16h-17h , September 2014,1600,17h 
7.56377302901242,47.5439630687815,28,0184951066F6010EE0530A8394272CEB,609421.99907512,265922.999360061,2014,BL,Montag / 15h-16h / Juli 2014,Schleuder- oder Selbstunfall,Unfall mit Schwerverletzten,0,Nebenstrasse,Montag , 15h-16h , Juli 2014,1500,16h 
7.56284909383032,47.5464913030374,29,CF75A707771D0120E0430A839427B49B,609351.998532119,266203.999235183,2012,BS,Freitag / 18h-19h / November 2012,Schleuder- oder Selbstunfall,Unfall mit Schwerverletzten,0,Nebenstrasse,Freitag , 18h-19h , November 2012,1800,19h 
7.56377298702387,47.5439450812928,30,B27A33647D38010AE0430A839427010A,609421.999081916,265920.999360737,2011,BL,Mittwoch / 08h-09h / September 2011,Schleuder- oder Selbstunfall,Unfall mit Schwerverletzten,0,Nebenstrasse,Mittwoch , 08h-09h , September 2011,800,09h 
7.564267000248,47.5450327966434,31,AE9F54DB0E1D0192E0430A8394270192,609458.99862084,266041.999390784,2011,BL,Dienstag / 20h-21h / September 2011,Abbiegeunfall,Unfall mit Leichtverletzten,3,Nebenstrasse,Dienstag , 20h-21h , September 2011,2000,21h 
7.56554715720283,47.5527210787417,32,3796AA6A74DA02C2E0530A8394276C5C,609554.000082227,266897.000225228,2016,BS,Samstag / 14h-15h / Juli 2016,Überholunfall oder Fahrstreifenwechsel,Unfall mit Schwerverletzten,1,Nebenstrasse,Samstag , 14h-15h , Juli 2016,1400,15h 
7.56589874488174,47.5497347700277,33,376E2B13A8420178E0530A83942727E7,609580.999987321,266565.000027221,2016,BS,Mittwoch / 20h-21h / Juni 2016,Einbiegeunfall,Unfall mit Leichtverletzten,4,Hauptstrasse,Mittwoch , 20h-21h , Juni 2016,2000,21h 
7.5652476679586,47.5496725213869,35,A2703F29D9DF4082E0430A865E334082,609531.999995172,266557.999949417,2011,BS,Montag / 12h-13h / März 2011,Parkierunfall,Unfall mit Leichtverletzten,7,Nebenstrasse,Montag , 12h-13h , März 2011,1200,13h 
7.5603658971914,47.558509592599,36,585F8537438300CEE0530A8394274119,609163.001058892,267540.002988926,2017,BL,Dienstag / 18h-19h / Juli 2017,Schleuder- oder Selbstunfall,Unfall mit Leichtverletzten,0,Nebenstrasse,Dienstag , 18h-19h , Juli 2017,1800,19h 
7.56519499819492,47.5554825397169,37,39B1219D9FC5015EE0530A839427E45A,609527.000204646,267204.000341062,2016,BS,Freitag / 15h-16h / Juli 2016,Auffahrunfall,Unfall mit Schwerverletzten,2,Hauptstrasse,Freitag , 15h-16h , Juli 2016,1500,16h 
7.55930015547332,47.5572605434015,38,0617DEDFB76801F2E0530A8394270C8B,609083.000583103,267400.999882222,2014,BL,Freitag / 17h-18h / Oktober 2014,Schleuder- oder Selbstunfall,Unfall mit Leichtverletzten,0,Hauptstrasse,Freitag , 17h-18h , Oktober 2014,1700,18h 
7.56338832757493,47.5612584964949,40,5B69553E147801B8E0530A8394279E76,609390.000171611,267846.004896733,2017,BS,Samstag / 17h-18h / September 2017,Parkierunfall,Unfall mit Leichtverletzten,7,Nebenstrasse,Samstag , 17h-18h , September 2017,1700,18h 
7.56407935925878,47.5613027280338,41,5BF5858AA98A00F4E0530A8394273EBE,609441.99982847,267851.005298885,2017,BS,Donnerstag / 18h-19h / September 2017,Frontalkollision,Unfall mit Leichtverletzten,6,Nebenstrasse,Donnerstag , 18h-19h , September 2017,1800,19h 
7.56423905769249,47.5614104801951,42,588437FA1EA00116E0530A839427E6F8,609453.999771495,267863.005226012,2017,BS,Mittwoch / 17h-18h / August 2017,Abbiegeunfall,Unfall mit Leichtverletzten,3,Nebenstrasse,Mittwoch , 17h-18h , August 2017,1700,18h 
7.56661611957623,47.5608502805908,43,42E4DE272F6A0146E0530A839427F0B5,609632.999300932,267801.004473287,2016,BS,Dienstag / 16h-17h / November 2016,Parkierunfall,Unfall mit Schwerverletzten,7,Nebenstrasse,Dienstag , 16h-17h , November 2016,1600,17h 
7.56673413145829,47.5601936023781,44,36CEDE3A5080018EE0530A839427F954,609641.999426055,267728.003653199,2016,BS,Dienstag / 11h-12h / Mai 2016,Schleuder- oder Selbstunfall,Unfall mit Leichtverletzten,0,Nebenstrasse,Dienstag , 11h-12h , Mai 2016,1100,12h 
7.56625035381719,47.5634768315317,45,299F134197B8002EE0530A83942711B2,609604.999523134,268093.002977671,2016,BS,Dienstag / 06h-07h / Januar 2016,Schleuder- oder Selbstunfall,Unfall mit Getöteten,0,Nebenstrasse,Dienstag , 06h-07h , Januar 2016,600,07h 
7.56582026479326,47.561426758969,46,046E2743DDFF01E8E0530A83942724DB,609572.999124274,267865.005645396,2014,BS,Dienstag / 01h-02h / August 2014,Auffahrunfall,Unfall mit Schwerverletzten,2,Nebenstrasse,Dienstag , 01h-02h , August 2014,100,02h 
7.56430538726512,47.5613654413306,47,F247AFEB3C8B0002E0430A8394278ABC,609458.999727438,267858.005348921,2014,BS,Donnerstag / 14h-15h / Januar 2014,Abbiegeunfall,Unfall mit Leichtverletzten,3,Hauptstrasse,Donnerstag , 14h-15h , Januar 2014,1400,15h 
7.56523334371164,47.5660680943266,48,61163A16A7AC01A8E0530A839427B917,609528.000187528,268380.999495298,2017,BS,Montag / 14h-15h / Dezember 2017,Parkierunfall,Unfall mit Leichtverletzten,7,Hauptstrasse,Montag , 14h-15h , Dezember 2017,1400,15h 
7.56551386970471,47.5666883570515,49,4FC84A4DFAA7005AE0530A8394277396,609549.000059125,268449.999737498,2017,BS,Donnerstag / 09h-10h / April 2017,Überholunfall oder Fahrstreifenwechsel,Unfall mit Leichtverletzten,1,Hauptstrasse,Donnerstag , 09h-10h , April 2017,900,10h 
7.56358093147623,47.5640732789545,50,45B86C46F1F30096E0530A8394279577,609404.000689336,268159.000155364,2016,BS,Donnerstag / 18h-19h / November 2016,Einbiegeunfall,Unfall mit Schwerverletzten,4,Nebenstrasse,Donnerstag , 18h-19h , November 2016,1800,19h 
7.56631306798486,47.5674789313958,51,365950D3BC9001F0E0530A839427F1F4,609608.999968711,268537.999809248,2016,BS,Sonntag / 16h-17h / Mai 2016,Parkierunfall,Unfall mit Schwerverletzten,7,Hauptstrasse,Sonntag , 16h-17h , Mai 2016,1600,17h 
7.56514081533422,47.5662750489602,52,27142C1AEC77015AE0530A839427014C,609521.000226624,268403.999411133,2015,BS,Montag / 18h-19h / Dezember 2015,Überholunfall oder Fahrstreifenwechsel,Unfall mit Leichtverletzten,1,Hauptstrasse,Montag , 18h-19h , Dezember 2015,1800,19h 
7.56567140736965,47.5658787541331,53,2466DB6E73200080E0530A83942735B8,609560.999992593,268359.99988057,2015,BS,Donnerstag / 06h-07h / Oktober 2015,Parkierunfall,Unfall mit Leichtverletzten,7,Nebenstrasse,Donnerstag , 06h-07h , Oktober 2015,600,07h 
7.5638399719071,47.5668790187276,54,18B43A01A1E50020E0530A839427872B,609423.000785392,268470.998239221,2015,BS,Sonntag / 17h-18h / Juni 2015,Abbiegeunfall,Unfall mit Leichtverletzten,3,Nebenstrasse,Sonntag , 17h-18h , Juni 2015,1700,18h 
7.56327525023201,47.5640466228335,56,DDB2BD2F812D018EE0430A839427A54C,609381.000828408,268155.999954004,2013,BS,Freitag / 11h-12h / Mai 2013,Abbiegeunfall,Unfall mit Leichtverletzten,3,Nebenstrasse,Freitag , 11h-12h , Mai 2013,1100,12h 
7.56328853797656,47.5640466087413,57,DCD56CAAA3760074E0430A839427234E,609382.000822107,268155.999964793,2013,BS,Dienstag / 11h-12h / Mai 2013,Abbiegeunfall,Unfall mit Leichtverletzten,3,Nebenstrasse,Dienstag , 11h-12h , Mai 2013,1100,12h 
7.56196911425322,47.5681041427473,58,C69721AD0053011EE0430A8394270AA1,609282.001174389,268606.997138486,2012,BS,Mittwoch / 16h-17h / Juli 2012,Parkierunfall,Unfall mit Leichtverletzten,7,Hauptstrasse,Mittwoch , 16h-17h , Juli 2012,1600,17h 
7.56328853797656,47.5640466087413,59,A7500EF0DC600156E0430A8394270156,609382.000822107,268155.999964793,2011,BS,Freitag / 08h-09h / Juli 2011,Abbiegeunfall,Unfall mit Getöteten,3,Nebenstrasse,Freitag , 08h-09h , Juli 2011,800,09h 
7.5646805004343,47.5739381548295,60,4F9E4F9CBB4701B0E0530A8394273A5E,609485.000437849,269255.998044558,2017,BS,Montag / 21h-22h / März 2017,Auffahrunfall,Unfall mit Leichtverletzten,2,Hauptstrasse,Montag , 21h-22h , März 2017,2100,22h 
7.56320280724148,47.5728784833427,61,F597570BFDF7013CE0430A839427C28D,609374.000692516,269137.997605783,2014,BS,Donnerstag / 08h-09h / Februar 2014,Einbiegeunfall,Unfall mit Schwerverletzten,4,Nebenstrasse,Donnerstag , 08h-09h , Februar 2014,800,09h 
7.56485299700123,47.5738210547123,62,E46428D6C43701A4E0430A839427E39B,609498.00033543,269242.998490589,2013,BS,Donnerstag / 21h-22h / August 2013,Einbiegeunfall,Unfall mit Schwerverletzten,4,Nebenstrasse,Donnerstag , 21h-22h , August 2013,2100,22h 
7.56962095632662,47.5453866604535,63,1F399EBEE3A500DEE0530A839427138C,609861.998543584,266081.999582974,2015,BS,Mittwoch / 08h-09h / August 2015,Einbiegeunfall,Unfall mit Schwerverletzten,4,Hauptstrasse,Mittwoch , 08h-09h , August 2015,800,09h 
7.56813385082154,47.54564014611,64,F8CC499D148F0240E0430A8394273115,609749.998401982,266109.999559613,2014,BS,Mittwoch / 12h-13h / Februar 2014,Parkierunfall,Unfall mit Schwerverletzten,7,Nebenstrasse,Mittwoch , 12h-13h , Februar 2014,1200,13h 
7.57328683069556,47.550535929199,69,F609C681871901A6E0430A839427810F,610137.000603759,266655.001763768,2014,BS,Freitag / 09h-10h / März 2014,Parkierunfall,Unfall mit Leichtverletzten,7,Nebenstrasse,Freitag , 09h-10h , März 2014,900,10h 
7.56868066984484,47.546547907548,70,EBB45D47BFB501AEE0430A839427056B,609790.998252659,266210.999515721,2013,BS,Montag / 19h-20h / November 2013,Überholunfall oder Fahrstreifenwechsel,Unfall mit Schwerverletzten,1,Hauptstrasse,Montag , 19h-20h , November 2013,1900,20h 
7.57052816075435,47.5469865280672,71,D1350015E0EA00E2E0430A8394279E79,609929.998622277,266259.999575966,2012,BS,Freitag / 15h-16h / Dezember 2012,Auffahrunfall,Unfall mit Leichtverletzten,2,Nebenstrasse,Freitag , 15h-16h , Dezember 2012,1500,16h 
7.56895889906452,47.5462508028862,72,B265E0AFAC2C0058E0430A8394270058,609811.998266553,266177.999519019,2011,BS,Donnerstag / 07h-08h / November 2011,Schleuder- oder Selbstunfall,Unfall mit Schwerverletzten,0,Hauptstrasse,Donnerstag , 07h-08h , November 2011,700,08h 
7.57153858767406,47.552669464001,74,5D8DCDBA874C007EE0530A839427759B,610005.000953775,266892.003055824,2017,BS,Freitag / 10h-11h / September 2017,Überqueren der Fahrbahn,Unfall mit Leichtverletzten,5,Nebenstrasse,Freitag , 10h-11h , September 2017,1000,11h 
7.57320076866063,47.5532881187093,75,56F0DA7AA5E8018CE0530A839427A134,610130.00070567,266961.002192161,2017,BS,Donnerstag / 10h-11h / Juli 2017,Parkierunfall,Unfall mit Leichtverletzten,7,Nebenstrasse,Donnerstag , 10h-11h , Juli 2017,1000,11h 
7.57028520839533,47.5562054022061,76,550D8AFCD30A0284E0530A8394273753,609910.000210078,267285.000619585,2017,BS,Dienstag / 09h-10h / Juni 2017,Frontalkollision,Unfall mit Schwerverletzten,6,Nebenstrasse,Dienstag , 09h-10h , Juni 2017,900,10h 
7.56911757562023,47.5513860754052,77,55D3CD63EF350112E0530A839427756A,609823.000399192,266749.001255813,2017,BS,Samstag / 19h-20h / Juni 2017,Parkierunfall,Unfall mit Leichtverletzten,7,Nebenstrasse,Samstag , 19h-20h , Juni 2017,1900,20h 
7.57307817481784,47.5520831058903,78,3FE7B99B523500E0E0530A8394277B37,610121.000961408,266827.003021495,2016,BS,Freitag / 16h-17h / August 2016,Auffahrunfall,Unfall mit Leichtverletzten,2,Nebenstrasse,Freitag , 16h-17h , August 2016,1600,17h 
7.56989173332275,47.5528691849691,81,37FCB6B386110072E0530A8394279BA0,609881.000740023,266914.002383654,2016,BS,Mittwoch / 18h-19h / Juni 2016,Parkierunfall,Unfall mit Schwerverletzten,7,Nebenstrasse,Mittwoch , 18h-19h , Juni 2016,1800,19h 
7.57301796167442,47.5545564400676,82,0D2D16DD9FC700E6E0530A839427B772,610116.000472431,267102.001447403,2014,BS,Donnerstag / 15h-16h / Dezember 2014,Überqueren der Fahrbahn,Unfall mit Leichtverletzten,5,Nebenstrasse,Donnerstag , 15h-16h , Dezember 2014,1500,16h 
7.57254743536708,47.5523445361857,83,A409F8AAE38180DEE0430A865E3380DE,610081.000991746,266856.00314726,2011,BS,Montag / 18h-19h / Mai 2011,Parkierunfall,Unfall mit Leichtverletzten,7,Nebenstrasse,Montag , 18h-19h , Mai 2011,1800,19h 
7.56751634576017,47.5594822273659,84,5CD5CE9D403A012CE0530A839427615A,609700.999591957,267649.002555892,2017,BS,Mittwoch / 15h-16h / Oktober 2017,Parkierunfall,Unfall mit Leichtverletzten,7,Nebenstrasse,Mittwoch , 15h-16h , Oktober 2017,1500,16h 
7.57198325357687,47.5605114749034,87,393B93F78A2101B0E0530A839427C0B7,610036.999756044,267764.001396837,2016,BS,Mittwoch / 15h-16h / Juni 2016,Einbiegeunfall,Unfall mit Leichtverletzten,4,Nebenstrasse,Mittwoch , 15h-16h , Juni 2016,1500,16h 
7.57062902755061,47.5609357280344,89,26F31430BC030090E0530A839427ABDA,609934.999616291,267811.002330848,2015,BS,Donnerstag / 06h-07h / Dezember 2015,Einbiegeunfall,Unfall mit Leichtverletzten,4,Nebenstrasse,Donnerstag , 06h-07h , Dezember 2015,600,07h 
7.56846764058778,47.5572776891994,90,252FE4C80ABB0070E0530A839427940C,609772.999949416,267404.000212832,2015,BS,Dienstag / 17h-18h / November 2015,Einbiegeunfall,Unfall mit Leichtverletzten,4,Nebenstrasse,Dienstag , 17h-18h , November 2015,1700,18h 
7.57367628119153,47.5574606424394,91,16FA434C7A48003CE0530A83942706EE,610164.999974724,267424.999992175,2015,BS,Donnerstag / 15h-16h / Mai 2015,Abbiegeunfall,Unfall mit Leichtverletzten,3,Nebenstrasse,Donnerstag , 15h-16h , Mai 2015,1500,16h 
7.56891138279242,47.5594536922996,92,170C16037820002CE0530A8394273F03,609805.999668253,267646.002034646,2015,BS,Freitag / 12h-13h / Mai 2015,Überqueren der Fahrbahn,Unfall mit Getöteten,5,Nebenstrasse,Freitag , 12h-13h , Mai 2015,1200,13h 
7.57025234206491,47.5590474631515,93,09D969A7B5690124E0530A8394278C36,609906.999778837,267601.001294142,2014,BS,Freitag / 11h-12h / November 2014,Auffahrunfall,Unfall mit Leichtverletzten,2,Nebenstrasse,Freitag , 11h-12h , November 2014,1100,12h 
7.57188049647178,47.5565993110841,94,00AA9FC3F73E0090E0530A839427EDE9,610030.00007437,267329.000166154,2014,BS,Dienstag / 15h-16h / Juli 2014,Parkierunfall,Unfall mit Leichtverletzten,7,Nebenstrasse,Dienstag , 15h-16h , Juli 2014,1500,16h 
7.5675640751931,47.5572337224751,95,FCAA2289B05402D0E0430A839427B7BB,609704.999950994,267399.000211827,2014,BS,Samstag / 09h-10h / Juni 2014,Parkierunfall,Unfall mit Leichtverletzten,7,Nebenstrasse,Samstag , 09h-10h , Juni 2014,900,10h 
7.57310141621931,47.5613286165734,96,F247AFEB48F50002E0430A8394278ABC,610120.999803105,267855.001054143,2014,BS,Freitag / 07h-08h / Januar 2014,Parkierunfall,Unfall mit Leichtverletzten,7,Nebenstrasse,Freitag , 07h-08h , Januar 2014,700,08h 
7.56968630721409,47.5612066087503,97,EA6D29DC8030013EE0430A839427FC0E,609863.999507624,267841.003057625,2013,BS,Dienstag / 12h-13h / Oktober 2013,Schleuder- oder Selbstunfall,Unfall mit Schwerverletzten,0,Nebenstrasse,Dienstag , 12h-13h , Oktober 2013,1200,13h 
7.57164544210709,47.5582454346608,98,CCB460B38FF90118E0430A8394277C8E,610011.999897438,267512.000508624,2012,BS,Samstag / 15h-16h / Oktober 2012,Tierunfall,Unfall mit Leichtverletzten,9,Nebenstrasse,Samstag , 15h-16h , Oktober 2012,1500,16h 
7.56782981934488,47.5572424222375,99,C2F7D5AA30580006E0430A839427527C,609724.999951006,267400.000209039,2012,BS,Montag / 13h-14h / Juni 2012,Überholunfall oder Fahrstreifenwechsel,Unfall mit Leichtverletzten,1,Nebenstrasse,Montag , 13h-14h , Juni 2012,1300,14h 
7.57075309971329,47.5573740540034,100,B00C9D841A6C0092E0430A8394270092,609944.999954167,267415.000157728,2011,BS,Dienstag / 18h-19h / Oktober 2011,Einbiegeunfall,Unfall mit Schwerverletzten,4,Nebenstrasse,Dienstag , 18h-19h , Oktober 2011,1800,19h 
7.56992516649784,47.5610804261155,101,A8F55CFF9EDB0046E0430A8394270046,609881.999542463,267827.002826108,2011,BS,Mittwoch / 10h-11h / Juli 2011,Parkierunfall,Unfall mit Schwerverletzten,7,Nebenstrasse,Mittwoch , 10h-11h , Juli 2011,1000,11h 
7.56884373295109,47.5644093003107,103,57522401FA2A0160E0530A8394279077,609799.999713096,268197.001660286,2017,BS,Mittwoch / 08h-09h / August 2017,Fussgängerunfall,Unfall mit Leichtverletzten,8,Hauptstrasse,Mittwoch , 08h-09h , August 2017,800,09h 
7.57237390696332,47.5626425433653,104,563AE5432D0201A4E0530A8394274B71,610065.999660556,268001.00197942,2017,BS,Mittwoch / 10h-11h / Juli 2017,Überholunfall oder Fahrstreifenwechsel,Unfall mit Leichtverletzten,1,Hauptstrasse,Mittwoch , 10h-11h , Juli 2017,1000,11h 
7.56880395695796,47.5644453187951,105,43AEE33B688E00A2E0530A839427BCE5,609796.999725109,268201.00158106,2016,BS,Sonntag / 10h-11h / Oktober 2016,Parkierunfall,Unfall mit Leichtverletzten,7,Nebenstrasse,Sonntag , 10h-11h , Oktober 2016,1000,11h 
7.57121923285795,47.5631834947317,106,2C4ACF2D572D01FEE0530A839427A9D8,609978.999479578,268061.00318296,2016,BS,Donnerstag / 15h-16h / Februar 2016,Parkierunfall,Unfall mit Schwerverletzten,7,Hauptstrasse,Donnerstag , 15h-16h , Februar 2016,1500,16h 
7.57095390303162,47.5633546793634,109,2686A92880C20136E0530A8394275C2B,609958.999430172,268080.003510513,2015,BS,Dienstag / 07h-08h / Dezember 2015,Abbiegeunfall,Unfall mit Leichtverletzten,3,Hauptstrasse,Dienstag , 07h-08h , Dezember 2015,700,08h 
7.57301722528231,47.5648362599145,111,1E47CAB3D7E90146E0530A8394274D75,610113.999801878,268245.000987348,2015,BS,Samstag / 03h-04h / August 2015,Einbiegeunfall,Unfall mit Leichtverletzten,4,Nebenstrasse,Samstag , 03h-04h , August 2015,300,04h 
7.57229838745315,47.5643244559706,113,F60C664376600068E0430A8394275D5E,610059.999612587,268188.002262149,2014,BS,Samstag / 12h-13h / März 2014,Parkierunfall,Unfall mit Leichtverletzten,7,Nebenstrasse,Samstag , 12h-13h , März 2014,1200,13h 
7.57361641520648,47.5653212175205,114,F233C4C3F10101BAE0430A8394272681,610158.9999712,268298.999802805,2014,BS,Dienstag / 11h-12h / Januar 2014,Einbiegeunfall,Unfall mit Leichtverletzten,4,Nebenstrasse,Dienstag , 11h-12h , Januar 2014,1100,12h 
7.57043475275433,47.5629775332007,115,EF61B1B6A37301A4E0430A83942778D9,609919.999398464,268038.003735883,2013,BS,Freitag / 07h-08h / Dezember 2013,Parkierunfall,Unfall mit Leichtverletzten,7,Nebenstrasse,Freitag , 07h-08h , Dezember 2013,700,08h 
7.57301727060592,47.5648542468401,116,E03C517065960264E0430A839427F941,610113.999809069,268247.00093943,2013,BS,Donnerstag / 23h-00h / Juni 2013,Einbiegeunfall,Unfall mit Leichtverletzten,4,Hauptstrasse,Donnerstag , 23h-00h , Juni 2013,2300,00h 
7.56873039926683,47.5615224661011,117,ADFE3EEA92A900ACE0430A83942700AC,609791.999380999,267876.003903276,2011,BS,Freitag / 18h-19h / September 2011,Fussgängerunfall,Unfall mit Leichtverletzten,8,Nebenstrasse,Freitag , 18h-19h , September 2011,1800,19h 
